[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
145,-113.750000,-1.250000,B2(15),NR NSA,55,-113.400000,2.480000,,,,,,,,,,,,,0.231,4.648
145,-114.520000,-0.430000,B2(15),NR NSA,55,-113.920000,3.580000,,,,,,,,,,,,,0.205,4.463
145,-114.200000,-1.100000,B2(15),NR NSA,55,-112.430000,6.730000,,,,,,,,,,,,,0.202,3.268
145,-114.650000,1.510000,B2(15),NR NSA,55,-111.270000,5.100000,,,,,,,,,,,,,0.193,3.781
145,-114.970000,2.150000,B2(15),NR NSA,55,-110.920000,8.000000,,,,,,,,,,,,,0.296,5.507
145,-113.260000,0.000000,B2(15),NR NSA,55,-112.080000,6.310000,,,,,,,,,,,,,0.249,5.921
145,-113.710000,-0.800000,B2(15),NR NSA,55,-112.040000,6.710000,,,,,,,,,,,,,0.175,4.323
145,-113.410000,-1.050000,B2(15),NR NSA,55,-109.920000,6.930000,,,,,,,,,,,,,0.218,3.165
145,-112.930000,-1.120000,B2(15),NR NSA,55,-107.450000,5.450000,,,,,,,,,,,,,0.179,2.844
145,-111.520000,-0.250000,B2(15),NR NSA,55,-105.420000,5.390000,,,,,,,,,,,,,0.235,4.055
145,-111.910000,-0.200000,B2(15),NR NSA,55,-104.920000,3.480000,,,,,,,,,,,,,0.230,5.005
145,-112.850000,-1.530000,B2(15),NR NSA,55,-108.590000,4.970000,,,,,,,,,,,,,0.229,5.325
145,-113.030000,-0.730000,B2(15),NR NSA,55,-111.330000,6.060000,,,,,,,,,,,,,0.193,4.477
145,-112.190000,0.690000,B2(15),NR NSA,55,-109.020000,5.550000,,,,,,,,,,,,,0.170,4.153
145,-112.590000,1.050000,B2(15),NR NSA,55,-107.350000,6.650000,,,,,,,,,,,,,0.158,3.864
145,-111.550000,1.270000,B2(15),NR NSA,55,-104.470000,9.180000,,,,,,,,,,,,,0.222,4.093
