[General] Serving Network,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,0.554,
NR SA,,,,1.613,
NR SA,,,,1.300,
NR SA,,,,1.058,
NR SA,,,,2.204,
NR SA,,,,3.263,
NR SA,,,,3.677,
NR SA,,,,3.208,
NR SA,,,,5.183,
NR SA,,,,2.532,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
NR SA,,,,,
,,100 Trying,,,
,,180 Ringing,,,
NR SA,,,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,4.526,
NR SA,,,,6.929,
NR SA,,,,4.518,
NR SA,,,,1.090,
NR SA,,,,4.260,
NR SA,,,,4.430,
NR SA,,,,3.129,
NR SA,,,,0.786,
NR SA,,,,4.561,
NR SA,,,,5.609,
NR SA,,,,6.198,
NR SA,,,,8.271,
NR SA,,,,7.889,
NR SA,,,,6.198,
NR SA,,,,8.209,
NR SA,,,,9.110,
NR SA,,,,7.475,
NR SA,,,,12.318,
NR SA,,,,8.400,
NR SA,,,,5.642,
NR SA,,,,10.257,
NR SA,,,,6.394,
NR SA,,,,4.539,
NR SA,,,,4.655,
NR SA,,,,4.205,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,0.589,
NR SA,,,,1.353,
NR SA,,,,4.055,
NR SA,,,,4.358,
NR SA,,,,2.924,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,3.584,
NR SA,,,,5.167,
NR SA,,,,5.908,
NR SA,,,,7.318,
NR SA,,,,9.057,
NR SA,,,,5.930,
NR SA,,,,5.407,
NR SA,,,,7.093,
NR SA,,,,7.136,
NR SA,,,,7.486,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.038,
NR SA,,,,4.016,
NR SA,,,,4.103,
NR SA,,,,4.932,
NR SA,,,,3.241,
NR SA,,,,3.881,
NR SA,,,,4.817,
NR SA,,,,4.670,
NR SA,,,,1.309,
NR SA,,,,0.993,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
NR SA,,,,,
,,100 Trying,,,
,,180 Ringing,,,
NR SA,,,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,0.827,
NR SA,,,,1.724,
NR SA,,,,1.635,
NR SA,,,,1.136,
NR SA,,,,1.026,
NR SA,,,,1.691,
NR SA,,,,1.484,
NR SA,,,,1.244,
NR SA,,,,1.484,
NR SA,,,,1.571,
NR SA,,,,1.395,
NR SA,,,,0.993,
NR SA,,,,1.453,
NR SA,,,,1.964,
NR SA,,,,1.177,
NR SA,,,,0.350,
NR SA,,,,1.069,
NR SA,,,,1.483,
NR SA,,,,2.412,
NR SA,,,,2.736,
NR SA,,,,2.482,
NR SA,,,,2.488,
NR SA,,,,2.878,
NR SA,,,,0.754,
NR SA,,,,2.597,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,3.677,
NR SA,,,,2.826,
NR SA,,,,6.787,
NR SA,,,,6.613,
NR SA,,,,5.827,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,3.501,
NR SA,,,,4.365,
NR SA,,,,4.998,
NR SA,,,,4.518,
NR SA,,,,6.279,
NR SA,,,,5.445,
NR SA,,,,5.745,
NR SA,,,,3.634,
NR SA,,,,6.187,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
