[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [System] Num of CC (Data),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[LTE] [Data Throughput] [Downlink (All)] [PDSCH] PDSCH TP (Total),[LTE] [Data Throughput] [Uplink (All)] [PUSCH] PUSCH TP (Total)
,,,N25(10),,1,75,-107.800000,-3.670000,,,,,,,,,,,,,
,,,N25(10),,1,75,-109.740000,-5.130000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,0,75,-111.070000,-6.070000,,,,,,,,,,,,,
,,,N25(10),,1,75,-111.960000,-6.620000,,,,,,,,,,,,,
,,,N25(10),,1,75,-112.600000,-6.570000,,,,,,,,,,,,,
,,,N25(10),,1,75,-112.600000,-6.570000,,,,,,,,,,,,,
,,,N25(10),,1,75,-111.720000,-6.240000,,,,,,,,,,,,,
,,,N25(10),,1,75,-109.000000,-6.150000,,,,,,,,,,,,,
,,,N25(10),,0,75,-111.190000,-7.130000,,,,,,,,,,,,,
,,,N25(10),,1,75,-110.480000,-5.800000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-109.580000,-5.080000,,,,,,,,,,,,,
,,,N25(10),,0,75,-109.250000,-5.090000,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.730000,-3.780000,,,,,,,,,,,,,
,,,N25(10),,0,75,-105.790000,-2.320000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.140000,-2.600000,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.440000,-3.840000,,,,,,,,,,,,,
,,,N25(10),,0,75,-108.110000,-3.770000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.460000,-3.540000,,,,,,,,,,,,,
,,,N25(10),,0,75,-105.590000,-2.400000,,,,,,,,,,,,,
,,,N25(10),,1,75,-108.040000,-3.770000,,,,,,,,,,,,,
,,,N25(10),,0,75,-108.270000,-3.800000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-108.750000,-4.810000,,,,,,,,,,,,,
,,,N25(10),,1,75,-109.130000,-5.090000,,,,,,,,,,,,,
,,,N25(10),,0,75,-108.490000,-4.050000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,0,75,-109.070000,-4.520000,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.780000,-3.570000,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.820000,-3.630000,,,,,,,,,,,,,
,,,N25(10),,0,75,-106.590000,-2.740000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.720000,-2.020000,,,,,,,,,,,,,
,,,N25(10),,0,75,-106.540000,-3.400000,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.480000,-3.760000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.570000,-3.490000,,,,,,,,,,,,,
,,,N25(20),,1,75,-109.480000,-5.120000,,,,,,,,,,,,0.004000,0.001000
,,,N25(20),,1,75,-109.130000,-4.640000,,,,,,,,,,,,,
,,,N25(20),,1,75,-108.950000,-4.770000,,,,,,,,,,,,,
,,,N25(20),,1,75,-108.660000,-4.680000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Download Start Request,,,,,
,,,N25(20),NR SA,1,75,-108.980000,-5.030000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Download File Size Retrieved,,,,,
,,,,,,,,,,,,,,,,Download Started,,,,,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,1,75,-109.130000,-5.900000,,,,,,,,,,,,5.349000,0.003000
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,1,75,-109.480000,-5.970000,,,,,,,,,,,,9.518000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,1,75,-109.160000,-5.980000,,,,,,,,,7.597,,,19.689000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,1,75,-108.990000,-5.090000,,,,,,,,,12.729,,,18.123000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,1,75,-108.770000,-4.450000,,,,,,,,,17.421,,,19.682000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-110.450000,-4.650000,,,,,,,,,19.741,,,32.372000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.650000,-5.520000,,,,,,,,,18.480,,,75.058000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.830000,-5.580000,,,,,,,,,48.290,,,70.741000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.750000,-6.430000,,,,,,,,,67.515,,,72.310000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.070000,-4.950000,,,,,,,,,69.793,,,69.630000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-110.880000,-4.440000,,,,,,,,,64.865,,,57.861000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-110.610000,-4.630000,,,,,,,,,66.680,,,80.420000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.210000,-5.280000,,,,,,,,,56.817,,,61.994000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.800000,-5.950000,,,,,,,,,72.601,,,81.649000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.430000,-7.310000,,,,,,,,,66.511,,,74.387000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.270000,-7.730000,,,,,,,,,73.159,,,75.711000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.440000,-8.250000,,,,,,,,,78.119,,,73.711000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.750000,-7.730000,,,,,,,,,66.554,,,67.598000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-112.100000,-7.220000,,,,,,,,,59.885,,,85.142000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.700000,-6.970000,,,,,,,,,75.788,,,92.821000,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,4,75,-111.220000,-7.230000,,,,,,,,,83.033,,,91.754000,
