[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.510000,20.850000,,,,,,,,,,,,,27.116,0.600
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.090000,19.960000,,,,,,,,,,,,,0.163,0.110
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.110000,19.950000,,,,,,,,,,,,,0.002,0.178
,,,,NR SA,,,,,,,,,,,,,,,,0.002,0.014
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-67.570000,19.580000,,,,,,,,,,,,,0.025,0.027
,,,N41(40),NR SA,902,-63.940000,21.410000,,,,,,,,,,,,,0.004,0.054
,,,N41(40),NR SA,902,-65.890000,19.840000,,,,,,,,,,,,,0.103,0.296
,,,N41(40),NR SA,902,-69.180000,18.390000,,,,,,,,,,,,,0.348,0.335
,,,N41(40),NR SA,902,-67.310000,21.250000,,,,,,,,,,,,,0.008,0.020
,,,N41(40),NR SA,902,-66.850000,21.700000,,,,,,,,,,,,,0.003,0.036
,,,N41(40),NR SA,902,-66.510000,21.620000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,902,-64.800000,21.370000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,902,-67.570000,20.360000,,,,,,,,,,,,,0.005,0.000
,,,N41(40),NR SA,902,-69.070000,20.180000,,,,,,,,,,,,,0.000,0.354
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.210000,20.240000,,,,,,,,,,,,,0.082,0.263
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.480000,19.390000,,,,,,,,,,,,,0.425,0.546
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.210000,20.160000,,,,,,,,,,,,,138.885,1.383
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.790000,18.070000,,,,,,,,,,,,,294.624,2.310
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.590000,21.200000,,,,,,,,,,,,,69.016,2.166
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-67.870000,21.890000,,,,,,,,,,,,,52.502,0.765
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.260000,20.040000,,,,,,,,,,,,,50.552,0.623
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.590000,18.720000,,,,,,,,,,,,,0.153,0.387
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.040000,18.770000,,,,,,,,,,,,,0.000,0.313
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-67.190000,20.850000,,,,,,,,,,,,,0.000,0.394
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-65.250000,20.790000,,,,,,,,,,,,,0.008,0.044
,,,,NR SA,,,,,,,,,,,,,,,,0.008,0.016
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-65.900000,20.610000,,,,,,,,,,,,,0.001,0.162
,,,N41(40),NR SA,902,-64.790000,20.380000,,,,,,,,,,,,,0.004,0.098
,,,N41(40),NR SA,902,-64.060000,22.080000,,,,,,,,,,,,,0.136,0.270
,,,N41(40),NR SA,902,-65.930000,20.170000,,,,,,,,,,,,,0.508,0.583
